정비사업_매칭키,사업코드,순번,자치구,구역명,위치_지번주소,위치_도로명주소,공공민간,일반재촉,사업유형,추진단계,기존가구수,구역지정_최초,구역지정_변경최종,추진위원회승인일,조합설립인가일,건축심의일,사업시행인가_최초,사업시행인가_변경최종,관리처분인가_최초,관리처분인가_변경최종,이주개시일,이주완료일,착공일,공급세대수_합계,공급세대수_분양,공급세대수_임대
양천구|신정4,1423,120,양천구,신정4,양천구신정동1200,양천구중앙로45길27-19,민간,재촉,단독주택재건축,관리처분,1592,2017-08-17,2022-02-17,2018-06-11,2019-08-27,2022-09-27,2024-07-25,,2025-09-25,,2026-03-16,2026-08-30,,1713,1651,62
동대문구|제기1(경동미주아파트),1114,121,동대문구,제기1(경동미주아파트),제기동892-68,정릉천동로80,민간,일반,공동주택재건축,착공,228,2012-10-18,2018-12-27,2008-01-01,2019-05-01,2020-06-23,2021-04-01,2025-07-07,2023-04-13,,2023-07-15,2024-01-12,2025-03-31,351,306,45
동대문구|답십리자동자부품상가,2442,122,동대문구,답십리자동자부품상가,답십리동952,전농로4길62,민간,일반,도시정비형 재개발,사업시행,0,2020-09-03,2025-01-23,2020-09-01,2021-10-01,2023-06-01,2025-04-03,,,,,,,618,478,140
서초구|신반포12차,1309,123,서초구,신반포12차,잠원동50-5,서초구나루터로37,민간,일반,아파트지구재건축,관리처분,324,2022-03-24,2022-03-24,2015-09-17,2021-04-20,2023-09-12,2024-06-04,,2025-09-22,,2026-03-24,2026-07-30,,432,387,45
동대문구|신설동역세권,2863,124,동대문구,신설동역세권,신설동91-1일원,왕산로7가길7,민간,일반,도시정비형 재개발,추진위,0,2026-03-05,,2026-02-25,,,,,,,,,,609,391,218
동대문구|신이문2역세권,2869,125,동대문구,신이문2역세권,이문동170-65,신이문로20길58,민간,일반,도시정비형 재개발,구역지정,0,2026-04-16,,,,,,,,,,,,757,481,276
동대문구|신이문역세권,2520,126,동대문구,신이문역세권,이문동168-1,신이문로24길31,민간,일반,도시정비형 재개발,조합설립,0,2020-12-03,2024-06-13,,2024-09-12,,,,,,,,,1265,899,366
동대문구|용두3구역,2333,127,동대문구,용두3구역,용두동39-361일대,천호대로43길46,민간,일반,주택정비형 재개발,구역지정,409,2026-03-26,,,,,,,,,,,,695,549,146
동대문구|용두구역6지구,1128,128,동대문구,용두구역6지구,용두동52-1,천호대로27길73,민간,일반,도시정비형 재개발,추진위,0,2000-02-09,,2012-04-05,,,,,,,,,,0,0,0
동대문구|용두구역7지구,1129,129,동대문구,용두구역7지구,용두동53-6,왕산로길6길27,민간,일반,도시정비형 재개발,추진위,0,2000-02-09,,2012-04-05,,,,,,,,,,0,0,0
동대문구|전농13,2440,130,동대문구,전농13,전농동295-29,사가정로104,민간,재촉,도시정비형 재개발,구역지정,274,2024-08-22,,,,,,,,,,,,949,795,154
동대문구|전농9,2101,131,동대문구,전농9,전농동103-236,전농로37길39,공공,일반,주택정비형 재개발,조합설립,884,2023-06-29,2023-06-29,2007-07-04,2023-07-13,,,,,,,,,1159,920,239
동대문구|청량리미주아파트,2202,132,동대문구,청량리미주아파트,청량리동235-1,청량리동235-1,민간,일반,공동주택재건축,조합설립,1089,2023-08-03,2023-08-03,2024-10-07,2026-02-04,,,,,,,,,1370,1208,162
동대문구|청량리9,2076,133,동대문구,청량리9,청량리동19,왕산로51길13,민간,일반,주택정비형 재개발,추진위,618,2025-06-26,,2026-01-13,,,,,,,,,,843,680,163
동대문구|휘경5,2057,134,동대문구,휘경5,휘경동43-8,한천로47길2,민간,일반,주택정비형 재개발,구역지정,459,2023-06-22,,,,,,,,,,,,634,589,45
중랑구|상봉7,1674,135,중랑구,상봉7,상봉동88,상봉로25가길27,민간,재촉,도시정비형 재개발,사업시행,349,2009-08-13,2020-07-16,2009-09-08,2011-12-01,2023-07-25,2015-11-19,,,,,,,841,719,122
중랑구|상봉9,1675,136,중랑구,상봉9,상봉동83-1,상봉로117,민간,재촉,도시정비형 재개발,착공,2,2015-04-16,2021-07-29,,,2022-04-12,2022-12-29,2024-11-21,2024-05-23,,,,2024-12-09,999,802,197
중랑구|중화3,1673,137,중랑구,중화3,중화동303-9,동일로775-11,민간,재촉,도시정비형 재개발,착공,114,2017-11-30,2022-12-22,,,2018-05-29,2018-12-06,2023-12-28,2020-07-24,,2020-08-10,2021-04-30,2025-12-08,176,158,18
중랑구|망우1(염광아파트),1677,138,중랑구,망우1(염광아파트),망우본동178-1,망우로81길27,공공,일반,공동주택재건축,조합설립,367,2011-07-28,2025-03-20,2003-12-30,2012-05-29,,,,,,,,,581,539,42
중랑구|면목10구역,2587,139,중랑구,면목10구역,면목5동174-1,겸재로92,민간,일반,주택정비형 재개발,추진위,702,,,2026-04-20,,,,,,,,,,959,792,167
중랑구|면목7구역,2077,140,중랑구,면목7구역,면목본동69-14,상봉로5길25,민간,일반,주택정비형 재개발,조합설립,1543,2024-01-11,2026-03-26,2024-04-12,2024-09-11,,,,,,,,,1510,1217,293
중랑구|면목8구역,2456,141,중랑구,면목8구역,면목5동172-1,동일로607,민간,일반,주택정비형 재개발,추진위,946,2026-01-15,,2025-12-05,,,,,,,,,,1260,1003,257
중랑구|면목9구역,2116,142,중랑구,면목9구역,면목7동527,용마산로60가길8-17,공공,일반,주택정비형 재개발,조합설립,795,2025-12-26,,,2026-01-08,,,,,,,,,1057,792,265
중랑구|상봉10,2455,143,중랑구,상봉10,상봉동50-1,망우로55길39,민간,재촉,도시정비형 재개발,추진위,127,2023-06-15,2023-06-15,2024-01-05,,,,,,,,,,498,382,116
중랑구|상봉13구역,2349,144,중랑구,상봉13구역,망우본동461-12,봉우재로229,민간,일반,주택정비형 재개발,추진위,934,2025-03-27,,2025-10-28,,,,,,,,,,1249,979,270
중랑구|중화5구역,2107,145,중랑구,중화5구역,중화1동122,봉화산로30길14,공공,일반,주택정비형 재개발,조합설립,1260,2023-12-14,,,2024-01-18,,,,,,,,,1610,1196,414
중랑구|중화6구역,2582,146,중랑구,중화6구역,중화2동309-39,봉화산로3길40-10,민간,일반,주택정비형 재개발,구역지정,1060,2026-04-23,,,,,,,,,,,,1280,1037,243
중랑구|중화동우성타운,2218,147,중랑구,중화동우성타운,중화동195-2,동일로754,민간,일반,공동주택재건축,건축심의,96,2023-03-16,2026-06-04,,2023-05-11,2025-12-18,,,,,,,,219,213,6
성북구|길음5,1258,148,성북구,길음5,정릉동175,성북구정릉로29길18일대,민간,재촉,주택정비형 재개발,건축심의,466,2010-04-08,2023-04-20,2010-06-14,2019-08-19,2025-09-04,,,,,,,,754,615,139
성북구|신월곡1,1272,149,성북구,신월곡1,하월곡동88-142,동소문로42가길18일대,민간,재촉,도시정비형 재개발,관리처분,733,2009-01-02,2024-12-19,2006-04-07,2009-08-31,2017-08-01,2020-08-20,,2022-11-29,2025-07-02,2023-10-16,2026-03-13,,2200,2003,197
성북구|신길음1,1270,150,성북구,신길음1,길음동31-1,성북구도봉로31일대,민간,재촉,도시정비형 재개발,건축심의,157,2010-04-15,2024-11-14,2008-01-30,2012-11-01,2023-05-30,,,,,,,,405,295,110
성북구|신길음,1271,151,성북구,신길음,길음동524-87,동소문로41길4일대,민간,재촉,도시정비형 재개발,사업시행,414,2007-06-09,2022-01-13,2006-03-31,,2023-12-12,2012-11-19,2025-05-29,,,,,,878,670,208
성북구|장위14,1275,152,성북구,장위14,장위동233-552,장위로20길29-9일대,민간,재촉,주택정비형 재개발,건축심의,2777,2008-04-03,2024-07-25,2008-05-30,2010-05-26,2023-11-28,,,,,,,,2846,2307,539
성북구|장위15,1276,153,성북구,장위15,장위동233-42,장위로11길11일대,민간,재촉,주택정비형 재개발,건축심의,2832,2008-04-03,2024-09-19,2010-07-09,2022-03-28,2026-05-21,,,,,,,,3317,2560,757
성북구|장위10,1274,154,성북구,장위10,장위동68-37,장위로38길19-23일대,민간,재촉,주택정비형 재개발,착공,1349,2008-04-03,2024-02-29,2008-04-23,2009-07-27,2024-07-02,2013-07-01,2025-06-26,2017-07-27,2023-07-06,2018-05-24,2021-12-01,2025-12-31,1931,1590,341
성북구|장위3,1278,155,성북구,장위3,장위동305,한천로101가길5일대,민간,재촉,주택정비형 재개발,추진위,931,2008-04-03,2008-04-03,2004-09-10,,,,,,,,,,1078,894,184
성북구|장위6,1281,156,성북구,장위6,장위동25-55,한천로86가길34일대,민간,재촉,주택정비형 재개발,착공,1556,2008-04-03,2023-03-02,2006-08-08,2010-06-24,2014-03-11,2015-05-01,2023-08-11,2020-07-08,2024-05-03,2020-10-19,2021-12-30,2024-03-20,1637,1352,285
성북구|정릉골,1283,157,성북구,정릉골,정릉동757,솔샘로15가길50-4일대,민간,일반,주택정비형 재개발,관리처분,1237,2012-08-02,2012-08-02,2014-06-24,2017-06-02,2020-03-24,2021-12-29,2021-12-29,2024-01-25,,2024-08-13,,,1411,1411,0
성북구|삼선5,1267,158,성북구,삼선5,삼선동2가296,삼선교로14길90-1일대,민간,일반,주택정비형 재개발,착공,1350,2009-06-04,2021-10-14,2005-06-04,2010-07-19,2013-07-23,2016-07-14,2024-08-30,2018-08-30,2021-05-14,2019-12-01,2021-10-31,2023-08-01,1223,1015,208
성북구|동소문2,1264,159,성북구,동소문2,동소문동2가33,동소문로6길4-21일대,민간,일반,주택정비형 재개발,건축심의,386,2002-04-23,2011-11-10,2006-03-22,2008-03-17,2026-02-05,,,,,,,,615,453,162
성북구|동선2,1263,160,성북구,동선2,동선동4가304-2,동소문로29길11일대,민간,일반,주택정비형 재개발,착공,235,2011-03-03,2021-03-18,2006-01-13,2012-05-16,2013-06-12,2014-02-28,2021-04-01,2019-06-17,2025-04-30,2022-08-18,2023-06-28,2026-05-18,334,277,57
성북구|돈암6,1262,161,성북구,돈암6,돈암동48-29,동소문로35가길43일대,민간,일반,주택정비형 재개발,사업시행,785,2011-11-24,2022-10-06,2014-02-26,2019-09-27,2021-05-11,2025-07-31,,,,,,,900,735,165
성북구|성북2,1269,162,성북구,성북2,성북동226-103,성북로23길132-3일대,민간,재촉,주택정비형 재개발,사업시행,509,2011-08-18,2026-02-26,2004-09-13,2014-05-09,2022-09-28,2024-09-05,,,,,,,474,474,0
성북구|석관4,2061,163,성북구,석관4,석관동62-1,한천로69길27,민간,일반,주택정비형 재개발,구역지정,1298,2025-04-10,,,,,,,,,,,,1530,1277,253
성북구|성북1,2038,164,성북구,성북1,성북동179-68,성북로8길26-9,공공,일반,주택정비형 재개발,조합설립,1397,2024-10-04,,2004-07-31,2024-10-31,,,,,,,,,2086,1668,418
성북구|안암1,2486,165,성북구,안암1,안암동3가136-1,안암로9나길14일대,민간,일반,단독주택재건축,조합설립,434,2024-03-28,2024-03-28,,1998-06-15,,,,,,,,,427,427,0
성북구|장위8,2041,166,성북구,장위8,장위동85,장위로49길18,공공,재촉,주택정비형 재개발,조합설립,1198,2023-12-28,2023-12-28,,2024-01-10,,,,,,,,,2846,2062,784
성북구|장위9,2042,167,성북구,장위9,장위동238-83,장위로33길24-4,공공,재촉,주택정비형 재개발,조합설립,1063,2023-12-28,2023-12-28,,2024-01-10,,,,,,,,,2230,1467,763
성북구|종암8,2326,168,성북구,종암8,종암동3-10번지일대,월곡로6길5-10,민간,일반,주택정비형 재개발,추진위,397,2025-05-29,,2025-12-10,,,,,,,,,,694,592,102
성북구|종암9,2526,169,성북구,종암9,종암동125-35번지일대,종암로19라길14,민간,일반,주택정비형 재개발,추진위,0,2025-08-21,,2025-11-28,,,,,,,,,,0,0,0
성북구|하월곡1,2078,170,성북구,하월곡1,하월곡동70-1,오패산로17길21-19,민간,일반,주택정비형 재개발,추진위,467,2025-05-01,,2025-11-17,,,,,,,,,,1990,1587,403
강북구|미아2(재촉),1050,171,강북구,미아2(재촉),미아동403,솔샘로60길15,민간,재촉,주택정비형 재개발,조합설립,3563,2010-03-18,2026-01-15,2004-09-06,2016-05-31,,,,,,,,,4003,3293,710
강북구|미아3(재촉),1051,172,강북구,미아3(재촉),미아동439,숭인로7나길33-14,민간,재촉,주택정비형 재개발,관리처분,971,2010-03-18,2025-12-26,2010-05-19,2015-01-13,2019-06-11,2021-07-23,2023-01-26,2024-06-03,,2024-11-19,2025-11-27,,1051,893,158
강북구|미아4(재촉),1052,173,강북구,미아4(재촉),미아동1261,삼양로20길40-15,민간,재촉,단독주택재건축,관리처분,528,2010-03-18,2025-02-20,2006-04-27,2016-02-12,2019-09-10,2021-03-12,2025-09-29,2023-11-30,,2024-05-27,2026-01-30,,493,483,10
강북구|강북5,1054,174,강북구,강북5,미아동61-79,도봉로13가길9-13일대,공공,재촉,도시정비형 재개발,건축심의,120,2014-03-06,2015-06-11,,2021-11-19,2026-05-28,,,,,,,,680,386,294
강동구|천호우성아파트,1040,175,강동구,천호우성아파트,천호동19-1,구천면로366,민간,일반,공동주택재건축,관리처분,479,2020-02-20,2020-02-20,2020-02-20,2021-02-10,2023-08-29,2024-06-04,,2025-09-10,,2026-03-09,2026-06-30,,629,629,0
강북구|미아11,1043,176,강북구,미아11,미아동791-108,삼양로74나길5,민간,일반,주택정비형 재개발,건축심의,849,2010-12-30,2025-09-05,2006-07-12,2022-05-16,2023-06-30,,,,,,,,663,554,109
강북구|미아4-1,1045,177,강북구,미아4-1,미아동8-373,월계로21길49,민간,일반,단독주택재건축,조합설립,576,2009-08-06,2024-12-05,2006-04-27,2020-04-20,,,,,,,,,1015,937,78
강북구|미아9-2,1044,178,강북구,미아9-2,미아동137-72,도봉로22길9,민간,일반,단독주택재건축,사업시행,1793,2009-07-30,2023-06-02,2006-04-27,2020-04-06,2021-09-14,2023-08-30,,,,,,,1758,1758,0
강북구|번동441-3번지일대,2165,179,강북구,번동441-3번지일대,번동441-3,도봉로78길75,민간,일반,주택정비형 재개발,추진위,547,2025-08-28,,2026-01-27,,,,,,,,,,903,728,175
강북구|번동148번지일대,2149,180,강북구,번동148번지일대,번동148,강북구오현로25길22,민간,일반,주택정비형 재개발,추진위,2643,2026-05-28,,2025-12-16,,,,,,,,,,3320,2874,446
도봉구|방학3구역,2302,181,도봉구,방학3구역,방학동685일대,방학로2가길25,민간,일반,주택정비형 재개발,조합설립,384,2025-05-22,,,2026-06-15,,,,,,,,,1650,1351,299
도봉구|방학신동아1단지아파트,2257,182,도봉구,방학신동아1단지아파트,방학동272,방학로193,민간,일반,공동주택재건축,구역지정,3169,2025-10-02,,,,,,,,,,,,4099,3819,280
도봉구|삼환도봉아파트,1105,183,도봉구,삼환도봉아파트,도봉동87,도봉로180길6-119,민간,일반,공동주택재건축,조합설립,680,2025-08-14,,,2026-02-12,,,,,,,,,993,838,155
도봉구|쌍문3,2304,184,도봉구,쌍문3,쌍문동724,노해로38길15,민간,일반,주택정비형 재개발,조합설립,194,2024-02-22,,,2025-09-26,,,,,,,,,320,253,67
도봉구|쌍문한양1차아파트,2260,185,도봉구,쌍문한양1차아파트,쌍문동388-33,우이천로304,민간,일반,공동주택재건축,조합설립,873,2025-04-17,,2025-06-25,2025-12-30,,,,,,,,,1158,1084,74
도봉구|창동상아1차아파트,2259,186,도봉구,창동상아1차아파트,창동299,해등로118,민간,일반,공동주택재건축,조합설립,720,2025-04-17,,,2025-10-30,,,,,,,,,962,832,130
송파구|가락삼익맨숀,1335,187,송파구,가락삼익맨숀,송파동166,오금로32길5,민간,일반,공동주택재건축,관리처분,936,2017-09-21,2025-12-04,2018-05-04,2019-08-05,2022-09-27,2023-11-13,,2025-10-15,,2026-04-22,2026-09-30,,1531,1358,173
노원구|상계1,1095,188,노원구,상계1,상계동5-16,덕릉로131길60,민간,재촉,주택정비형 재개발,관리처분,1354,2008-09-11,2019-06-27,2008-12-29,2013-08-23,2020-01-06,2020-10-19,2021-03-09,2025-12-23,,,,,1388,1094,294
노원구|상계5,1098,189,노원구,상계5,상계동109-43,덕릉로115나길25,민간,재촉,주택정비형 재개발,건축심의,1174,2008-09-11,2023-07-13,2008-11-18,2009-06-23,2025-12-18,,,,,,,,2042,1693,349
노원구|월계동(재해관리구역),1101,190,노원구,월계동(재해관리구역),월계동487-17,"석계로9길21,2층",민간,일반,단독주택재건축,착공,420,2006-03-16,2022-02-10,2006-04-04,2006-06-12,2019-12-03,2006-09-11,2023-05-11,2007-08-08,2021-07-08,2022-04-11,2022-11-02,2026-02-25,355,316,39
강서구|방화3,1061,191,강서구,방화3,방화동615-103,개화동로25길39,민간,재촉,단독주택재건축,관리처분,1413,2012-07-26,2025-07-24,2014-05-29,2019-08-08,2023-06-13,2024-08-07,,2026-05-20,,,,,1476,1420,56
노원구|상계주공5단지,1103,192,노원구,상계주공5단지,상계동721,동일로216길47,민간,일반,공동주택재건축,사업시행,840,2021-03-25,2024-08-29,,2021-05-13,2023-08-29,2024-08-29,2025-12-01,,,,,,996,941,55
노원구|상계3,2106,193,노원구,상계3,상계동71-183,덕릉로126라길8,공공,재촉,주택정비형 재개발,조합설립,2192,2024-10-24,2024-10-24,,2025-10-30,,,,,,,,,2550,2001,549
노원구|상계5동일대,2082,194,노원구,상계5동일대,상계동154-3,,민간,일반,주택정비형 재개발,구역지정,4150,2025-04-17,2025-04-17,,,,,,,,,,,4591,3727,864
노원구|중계본동(백사마을),1783,195,노원구,중계본동(백사마을),중계본동30-3,중계로2길2,민간,일반,주택정비형 재개발,관리처분,557,2009-05-28,2019-10-10,,2017-07-06,2020-04-14,2021-03-04,,2024-03-18,,2024-04-11,2025-12-04,,2437,1953,484
동작구|노량진3,1145,196,동작구,노량진3,노량진동232-19,장승배기로24길6,민간,재촉,주택정비형 재개발,관리처분,1038,2009-12-10,,2004-12-10,2017-12-29,2018-11-13,2021-02-26,2025-06-24,2026-02-25,,,,,1012,838,174
은평구|불광5,1424,197,은평구,불광5,불광동238,불광로9길,민간,일반,주택정비형 재개발,관리처분,1861,2008-12-18,2020-03-26,2005-02-05,2010-11-19,2019-12-24,2021-09-23,2021-09-23,2024-11-28,,2025-09-05,2026-07-31,,2387,2013,374
은평구|갈현1,1425,198,은평구,갈현1,갈현동300,갈현로41가길36(갈현동),민간,일반,주택정비형 재개발,착공,3328,2011-09-29,2019-11-14,2005-02-04,2015-10-30,2017-09-19,2019-01-31,2020-09-10,2022-05-06,,2022-08-18,2025-03-20,2025-11-28,4116,3496,620
구로구|길훈아파트,1088,199,구로구,길훈아파트,개봉동312-38,개봉로3가길88-41(개봉동),민간,일반,공동주택재건축,착공,205,2011-06-30,2011-06-30,2009-11-24,2010-06-21,2015-06-18,2016-05-13,2016-05-13,2017-12-28,2024-10-31,2020-06-29,2021-01-15,2022-12-09,295,295,0
은평구|수색8,1430,200,은평구,수색8,수색동16-2,,민간,재촉,주택정비형 재개발,관리처분,547,2008-05-22,2025-05-08,2008-08-29,2009-05-27,2018-04-01,2018-07-20,2021-07-29,2023-01-26,2023-01-26,2023-10-20,2024-09-28,,620,530,90
은평구|증산5,1434,201,은평구,증산5,증산동195,,민간,재촉,주택정비형 재개발,관리처분,1559,2010-12-09,2024-04-04,2011-10-07,2012-03-20,2013-02-01,2013-06-13,2023-01-12,2023-09-11,,2024-06-01,2026-01-15,,1775,1472,303
은평구|갈현2,2060,202,은평구,갈현2,갈현동12-248,갈현로47가길16,민간,일반,주택정비형 재개발,구역지정,0,2026-01-29,,,,,,,,,,,,539,539,0
은평구|독바위역세권,2505,203,은평구,독바위역세권,불광동227-7,불광로13가길12,민간,일반,도시정비형 재개발,사업시행,723,2019-07-25,2023-09-14,,,2024-12-23,2026-04-22,,,,,,,1481,1069,412
은평구|불광8,2083,204,은평구,불광8,불광동600,불광로2길6-2,민간,일반,주택정비형 재개발,조합설립,216,2024-10-17,2024-10-17,,2026-05-21,,,,,,,,,321,260,61
은평구|수색1,2559,205,은평구,수색1,수색동366-11,,민간,재촉,도시정비형 재개발,조합설립,51,2008-05-22,2008-05-22,2008-09-04,2010-07-01,,,,,,,,,0,0,0
은평구|수색12,2564,206,은평구,수색12,수색동369-3,,민간,재촉,도시정비형 재개발,구역지정,31,2008-05-22,2008-05-22,,,,,,,,,,,0,0,0
은평구|수색3,2561,207,은평구,수색3,수색동106-1,,민간,재촉,도시정비형 재개발,구역지정,5,2008-05-22,2008-05-22,,,,,,,,,,,0,0,0
은평구|수색5,2562,208,은평구,수색5,수색동102-20,,민간,재촉,도시정비형 재개발,구역지정,2,2008-05-22,2008-05-22,,,,,,,,,,,0,0,0
은평구|신사동200번지일대,2338,209,은평구,신사동200번지일대,신사동200번지일대,,민간,일반,주택정비형 재개발,구역지정,1148,2025-10-23,,,,,,,,,,,,0,0,0
은평구|신사동237번지일대,2336,210,은평구,신사동237번지일대,신사동237번지일대,,민간,일반,주택정비형 재개발,조합설립,1191,2025-10-23,,,2025-12-18,,,,,,,,,0,0,0
은평구|역촌역세권(대조동),2677,211,은평구,역촌역세권(대조동),대조동59-1,진흥로11길8-23,민간,일반,도시정비형 재개발,조합설립,585,2024-07-25,2024-07-25,2025-03-24,2025-11-17,,,,,,,,,1302,725,577
은평구|연신내,2185,212,은평구,연신내,불광동305-3일대,통일로834,민간,일반,도시정비형 재개발,착공,25,2011-04-29,2021-04-08,,,2021-07-27,2022-04-07,2023-01-19,2023-04-17,,2021-06-01,2023-04-20,2023-05-04,77,0,77
은평구|응암동101번지일대,2117,213,은평구,응암동101번지일대,응암동101,은평로10길20,공공,일반,주택정비형 재개발,조합설립,193,2026-03-26,,,2026-05-21,,,,,,,,,900,900,0
은평구|응암동700번지일대,2801,214,은평구,응암동700번지일대,응암동700번지일대,,민간,일반,주택정비형 재개발,조합설립,885,2025-08-14,,2025-12-24,2026-06-25,,,,,,,,,1456,1166,290
은평구|응암동755번지,2802,215,은평구,응암동755번지,응암동755번지일대,,민간,일반,주택정비형 재개발,구역지정,996,2025-08-14,,,,,,,,,,,,1486,1159,327
서대문구|마포로4-1,1177,216,서대문구,마포로4-1,북아현동876,신촌로37길56,민간,일반,도시정비형 재개발,건축심의,22,1979-09-21,2025-08-07,,,2025-04-24,,,,,,,,105,89,16
서대문구|신촌서대문2-2,1202,217,서대문구,신촌서대문2-2,창천동18-42,신촌로105-5,민간,일반,도시정비형 재개발,착공,0,2014-08-21,2014-08-21,,,2021-08-21,2022-08-18,2025-09-10,2025-10-01,,,,2025-11-04,196,156,40
서대문구|마포로5-2,1191,218,서대문구,마포로5-2,충정로3가250-70,충정로30,민간,일반,도시정비형 재개발,조합설립,78,1979-09-21,2023-11-02,2008-04-30,2024-07-31,,,,,,,,,192,192,0
서대문구|가재울7,1168,219,서대문구,가재울7,북가좌동80,거북골로14길91,민간,재촉,주택정비형 재개발,사업시행,1352,2012-06-07,2004-12-27,2007-05-02,2022-08-09,2025-12-18,2026-05-29,,,,,,,1426,1231,195
서대문구|가재울9,1205,220,서대문구,가재울9,남가좌동295-5,수색로42일대,민간,재촉,도시정비형 재개발,조합설립,118,2021-05-06,2021-05-06,,2021-05-12,,,,,,2025-10-18,2026-12-31,,239,166,73
동작구|노량진1,1143,221,동작구,노량진1,노량진동278-2,노량진로10가길30-9,민간,재촉,주택정비형 재개발,관리처분,3897,2009-12-10,2025-05-08,2011-07-29,2017-11-10,2021-06-08,2023-03-07,2023-03-07,2026-04-21,,,,,2992,2461,531
서대문구|북아현3,1161,222,서대문구,북아현3,북아현동3-66,북아현동3-66일대,민간,재촉,주택정비형 재개발,사업시행,3530,2008-02-05,2008-02-05,2008-03-17,2008-09-26,2023-07-11,2011-09-01,,,,,,,4739,3927,812
서대문구|홍제2,1204,223,서대문구,홍제2,홍제동326-5,통일로479일대,민간,재촉,도시정비형 재개발,조합설립,83,2005-12-30,2014-12-18,2006-12-01,2015-05-14,,,,,,,,,124,106,18
서초구|반포주공1단지(3주구),1302,224,서초구,반포주공1단지(3주구),반포동1109,서초구신반포로32,민간,일반,아파트지구재건축,착공,1490,2016-09-13,2016-09-13,2003-09-01,2014-12-11,2017-06-27,2017-09-25,2025-01-09,2021-07-14,2024-03-27,2021-09-01,2022-05-31,2023-03-03,2091,2091,0
서대문구|북가좌6,1216,225,서대문구,북가좌6,북가좌동372-1,수색로8길37,민간,일반,단독주택재건축,건축심의,1611,2014-05-29,2024-06-20,2006-11-14,2020-02-13,2025-11-13,,,,,,,,1953,1724,229
서대문구|연희1,1170,226,서대문구,연희1,연희동533-5,,민간,일반,주택정비형 재개발,착공,722,2007-06-21,2025-02-05,2004-09-06,2008-03-25,2024-10-31,2010-12-28,2026-06-30,2019-05-17,2025-11-19,2020-07-23,2024-04-22,2025-10-24,959,817,142
서대문구|홍은5,1213,227,서대문구,홍은5,홍은동277-45,모래내로347-10,민간,일반,단독주택재건축,사업시행,350,2009-05-21,2026-01-21,2008-01-15,2010-06-04,2025-10-24,2026-05-20,,,,,,,604,580,24
서대문구|홍제3,1215,228,서대문구,홍제3,홍제동104-41,통일로32길36,민간,일반,단독주택재건축,관리처분,442,2010-10-14,2026-04-08,2007-07-12,2011-11-13,2022-10-22,2019-02-20,2026-04-29,2022-07-15,,2024-09-25,2025-12-28,,620,566,54
서대문구|북아현4,2777,229,서대문구,북아현4,북아현동227-10,북아현동227-10일대,민간,재촉,도시정비형 재개발,구역지정,145,2025-07-31,,,,,,,,,,,,359,227,132
서대문구|연희2,2097,230,서대문구,연희2,연희동721-6,홍연8길7,공공,일반,주택정비형 재개발,조합설립,789,2023-12-14,2023-12-14,,2024-03-13,,,,,,,,,1067,844,223
서대문구|충정로1,2098,231,서대문구,충정로1,충정로3가281-11,충정로4길5-18,공공,일반,주택정비형 재개발,조합설립,80,2024-12-19,2024-12-19,,2025-03-26,,,,,,,,,297,196,101
서대문구|충현2구역,2179,232,서대문구,충현2구역,냉천동171-1,통일로139-1,민간,일반,도시정비형 재개발,건축심의,11,2024-08-16,2024-08-16,,,2025-12-29,,,,,,,,0,0,0
서대문구|홍은1(재촉),2096,233,서대문구,홍은1(재촉),홍은동48-163,세검정로1길11,공공,재촉,도시정비형 재개발,조합설립,157,2023-12-07,2023-12-07,,2024-01-31,,,,,,,,,329,219,110
서대문구|홍은15,2084,234,서대문구,홍은15,홍은동8-400,포방터2가길20-4,민간,일반,주택정비형 재개발,조합설립,1360,2025-04-17,2025-04-17,,2026-03-20,,,,,,,,,1834,1533,301
서대문구|홍제3(재촉),2363,235,서대문구,홍제3(재촉),홍제동306-2,통일로445,민간,재촉,도시정비형 재개발,추진위,0,,,2006-09-22,,,,,,,,,,0,0,0
서대문구|홍제4,2439,236,서대문구,홍제4,홍제동267-1,세무서10길27-1,민간,일반,주택정비형 재개발,추진위,0,2025-12-26,2025-12-26,2025-12-19,,,,,,,,,,0,0,0
서대문구|홍제역역세권활성화사업,2825,237,서대문구,홍제역역세권활성화사업,홍제동298-9,인왕시장길16,공공,일반,도시정비형 재개발,건축심의,363,2025-07-03,,,2025-09-03,2026-04-16,,,,,,,,1010,882,128
마포구|신촌지역(마포)4-10,1887,238,마포구,신촌지역(마포)4-10,노고산동109-62,백범로4길14,민간,일반,도시정비형 재개발,관리처분,178,2014-08-28,2024-07-04,,,2024-03-04,2024-09-12,,2025-03-27,,2025-11-01,2026-06-01,,295,246,49
마포구|신촌지역(마포)4-12,1888,239,마포구,신촌지역(마포)4-12,노고산동106-46,서강로20길24,민간,일반,도시정비형 재개발,관리처분,7,2014-08-28,2023-10-19,,,2024-02-13,2025-02-13,,2025-09-25,,2026-07-01,2027-07-01,,218,161,57
마포구|신촌지역(마포)4-1,1884,240,마포구,신촌지역(마포)4-1,노고산동107-2,서강로144,민간,일반,도시정비형 재개발,관리처분,0,2014-08-28,2023-10-19,,,2023-12-12,2025-02-13,,2025-12-11,,,,,133,107,26
